City.From	Latitude	Longitude	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To	City.To
Saint-jerome	45.78	-74	45.7737884397937	-73.9849901635439	572	111	3240.62142280163	2016-11-26 00:05:23	-79.373446191274	43.6466828314401	Toronto
Montreal	45.52	-73.57	45.5277389471735	-73.5193082383	189	568	4360.82046605879	2016-11-26 00:05:24	-82.6209830921578	42.0553026287824	Leamington
Edmonton	53.57	-113.54	53.5714330186715	-113.543445841406	259	478	1535.92141142581	2016-11-26 00:05:25	-75.7535331967017	45.4181662989895	Ottawa
Montreal	45.52	-73.57	45.5120550494992	-73.58549366056	878	26	2800.83650309825	2016-11-26 00:05:26	-113.810941144842	52.2733574022513	Red deer
Cornwall	45.03	-74.74	45.0256948560921	-74.7506510912088	87	486	1754.5379716903	2016-11-26 00:05:27	-123.12754423741	49.2813787674114	Vancouver
Kitchener	43.46	-80.5	43.4579587724642	-80.4902540536905	979	206	2359.96096504387	2016-11-26 00:05:28	-114.065164174587	51.0569102236878	Calgary
Vancouver	49.28	-123.13	49.2776603692068	-123.118917939525	71	630	202.77949385345	2016-11-26 00:05:29	-81.3851263594844	48.4948273441241	Timmins
Montreal	45.52	-73.57	45.5168492748421	-73.6877751140127	329	508	4979.5954375295	2016-11-26 00:05:30	-75.6655163288876	45.4225514159253	Gatineau
Montreal	45.52	-73.57	45.5240173262631	-73.4415963428738	235	256	3941.24218453653	2016-11-26 00:05:31	-79.3861646999456	43.6520635905077	Toronto
Winnipeg	49.88	-97.17	49.8712696498183	-97.1705006013359	151	397	547.198347351514	2016-11-26 00:05:32	-79.3764251344552	43.6426543056552	Toronto
Toronto	43.65	-79.38	43.6532359120456	-79.3806403624176	571	686	1121.57830244396	2016-11-26 00:05:33	-97.1751374118117	49.8823343640982	Winnipeg
Vancouver	49.28	-123.13	49.275771380209	-123.115735197552	89	964	298.43339639483	2016-11-26 00:05:34	-104.614474277012	50.4482435062796	Regina
Vancouver	49.28	-123.13	49.2805420541411	-123.116770395945	233	550	2427.90981204016	2016-11-26 00:05:35	-99.9590681007802	49.8483562042154	Brandon
Saint catharines-niagara	43.18	-79.24	43.1739417807163	-79.2360003551472	982	911	847.653913043905	2016-11-26 00:05:36	-119.592869799869	49.4996401884975	Penticton
Vernon	50.27	-119.28	50.2677988657874	-119.284975235588	318	104	835.374337830581	2016-11-26 00:05:37	-79.3710220084526	43.6487701713453	Toronto
Vancouver	49.28	-123.13	49.2810038079845	-123.125738346091	666	908	984.990555909462	2016-11-26 00:05:38	-79.3753937432162	43.6471884301979	Toronto
Montreal	45.52	-73.57	45.5140369508111	-73.4735121268646	879	803	2147.19756100094	2016-11-26 00:05:39	-113.541636680339	53.5774984279405	Edmonton
Toronto	43.65	-79.38	43.6461761993616	-79.3870395782336	317	832	862.204331590328	2016-11-26 00:05:40	-79.251661457136	43.1769564563193	Saint catharines-niagara
Toronto	43.65	-79.38	43.6446134667576	-79.3786522824396	395	424	2870.38083771477	2016-11-26 00:05:41	-75.7193741405589	45.4130336626753	Ottawa
Toronto	43.65	-79.38	43.6487701713453	-79.3710220084526	94	318	1557.21263225423	2016-11-26 00:05:42	-73.6621559908042	45.5234061873074	Montreal
Toronto	43.65	-79.38	43.6550958268025	-79.3783988345569	211	341	2687.47015440604	2016-11-26 00:05:43	-123.129036550955	49.281594519572	Vancouver
Quebec	46.82	-71.23	46.8196524985636	-71.2216085270425	41	3	4863.5568037862	2016-11-26 00:05:44	-123.369051131021	48.4258241592105	Victoria
Montreal	45.52	-73.57	45.5196873208964	-73.497603903673	288	367	3051.91697911359	2016-11-26 00:05:45	-113.540345669001	53.5685396032496	Edmonton
Montreal	45.52	-73.57	45.5232771857995	-73.7135014518811	485	82	4068.57177473139	2016-11-26 00:05:46	-97.1736485248773	49.8856250548989	Winnipeg
Toronto	43.65	-79.38	43.6577149344174	-79.3764744254464	179	716	345.984681276605	2016-11-26 00:05:47	-79.3799270584484	43.6451070806169	Toronto
Montreal	45.52	-73.57	45.5169621341424	-73.759904069757	257	596	4453.29367261147	2016-11-26 00:05:48	-72.9822135006399	45.6215960001431	Saint-hyacinthe
Saint-jean-sur-richelieu	45.31	-73.26	45.3060411581574	-73.2426000826776	829	116	1574.09221929265	2016-11-26 00:05:49	-73.4223730018354	45.5258411828328	Montreal
Vancouver	49.28	-123.13	49.281276617126	-123.120841860021	269	419	3200.23829729762	2016-11-26 00:05:50	-75.7638422998033	45.4240655507922	Ottawa
Saint john	45.29	-66.06	45.2862919978532	-66.0818203390783	24	709	4717.56451003021	2016-11-26 00:05:51	-63.6059808166513	44.6770539562361	Halifax
Ottawa	45.42	-75.71	45.420287912395	-75.7616190676096	77	84	871.300244249869	2016-11-26 00:05:52	-106.665638165193	52.145737628601	Saskatoon
Vancouver	49.28	-123.13	49.2747424892207	-123.139136483784	352	898	4479.25687500974	2016-11-26 00:05:53	-123.137201462352	49.2799166621617	Vancouver
Vancouver	49.28	-123.13	49.2737356796633	-123.120235505618	452	264	4966.34644209407	2016-11-26 00:05:54	-79.3846869857539	43.6478934121849	Toronto
Nanaimo	49.21	-123.97	49.2086167460498	-123.98374768224	256	346	2806.82020201348	2016-11-26 00:05:55	-73.4415963428738	45.5240173262631	Montreal
Calgary	51.05	-114.06	51.0443802028779	-114.068637980525	107	237	1461.19592249161	2016-11-26 00:05:56	-123.132575476533	49.2748610982971	Vancouver
Toronto	43.65	-79.38	43.6454344294123	-79.3878512557767	180	45	2213.99546718458	2016-11-26 00:05:57	-75.7225022777567	45.4179191531529	Ottawa
Toronto	43.65	-79.38	43.6534296222938	-79.3715905747492	73	526	2085.56345000397	2016-11-26 00:05:58	-79.3747593289164	43.6553100849424	Toronto
Chicoutimi-jonquiere	48.43	-71.08	48.4294398995211	-71.0630385634122	548	371	4908.85716073681	2016-11-26 00:05:59	-63.6085140787649	44.661732477846	Halifax
London	42.97	-81.24	42.9680583450803	-81.2245267595098	162	105	2126.50102352491	2016-11-26 00:06:00	-79.3876912005886	43.6526341358592	Toronto
Toronto	43.65	-79.38	43.6463628161493	-79.3773863540628	423	767	4275.75391734717	2016-11-26 00:06:01	-123.362123537698	48.4386905222324	Victoria
Saskatoon	52.15	-106.66	52.1498944898472	-106.675361660746	696	813	2190.81999693299	2016-11-26 00:06:02	-79.7300084819149	43.8723687605858	Bolton
Toronto	43.65	-79.38	43.6446134667576	-79.3786522824396	904	424	490.424338949379	2016-11-26 00:06:03	-75.6993732517677	45.4132538732145	Ottawa
Vancouver	49.28	-123.13	49.2804170774389	-123.114240692889	243	469	4143.56191722909	2016-11-26 00:06:04	-71.9026127057667	45.3990812812625	Sherbrooke
Toronto	43.65	-79.38	43.6533012154615	-79.3833603010728	274	31	4810.71829202119	2016-11-26 00:06:05	-73.3434607260151	45.5218272089045	Montreal
Kanata	45.34	-75.88	45.3383723580754	-75.8702605851687	41	133	3442.89180263877	2016-11-26 00:06:06	-123.369051131021	48.4258241592105	Victoria
Montreal	45.52	-73.57	45.5237055999567	-73.5493583229487	644	266	1319.26919323159	2016-11-26 00:06:07	-123.126658626441	49.2741822683914	Vancouver
Quebec	46.82	-71.23	46.8197781881048	-71.2235290154029	794	967	2435.50935308449	2016-11-26 00:06:08	-123.136286740428	49.2822016472714	Vancouver
Vancouver	49.28	-123.13	49.2776424534921	-123.127250440577	981	768	590.232049196493	2016-11-26 00:06:09	-75.7379961178805	45.4268820057699	Ottawa
Thunder bay	48.42	-89.28	48.424376478027	-89.297346804819	984	993	3439.35364708304	2016-11-26 00:06:10	-79.2399211255681	43.1786271939122	Saint catharines-niagara
Toronto	43.65	-79.38	43.6567284794351	-79.3805198922016	258	624	2510.14514894923	2016-11-26 00:06:11	-114.063497579001	51.0476341246281	Calgary
Nanaimo	49.21	-123.97	49.2084808295799	-123.970825137602	184	623	2041.70109110419	2016-11-26 00:06:12	-97.1678518340931	49.8762902910715	Winnipeg
Vancouver	49.28	-123.13	49.278959598181	-123.129897059004	145	373	641.647230926901	2016-11-26 00:06:13	-80.5052334120206	43.4665122737979	Kitchener
Ottawa	45.42	-75.71	45.4207898545858	-75.6651132433662	62	440	4086.61068134243	2016-11-26 00:06:14	-79.387225106829	43.6545521210264	Toronto
Vancouver	49.28	-123.13	49.2775079073937	-123.122900137879	779	800	1367.95397450915	2016-11-26 00:06:15	-59.9636419438006	46.1987747351458	Glace bay
Montreal	45.52	-73.57	45.5119748380509	-73.6257577033832	815	201	2430.42594904546	2016-11-26 00:06:16	-112.8284798933	49.6886888466447	Lethbridge
Kitchener	43.46	-80.5	43.4642666145547	-80.4963118431384	804	383	4000.1195394434	2016-11-26 00:06:17	-119.28054969091	50.2789531387294	Vernon
Saskatoon	52.15	-106.66	52.1498944898472	-106.675361660746	675	813	3176.47255666088	2016-11-26 00:06:18	-112.824662168712	49.6848142308858	Lethbridge
Toronto	43.65	-79.38	43.6483087543414	-79.3801020067726	965	224	4157.24091016455	2016-11-26 00:06:19	-119.873443326183	50.0315519992935	Central okanagan
Toronto	43.65	-79.38	43.645891217873	-79.3877927634925	824	657	1436.45846467698	2016-11-26 00:06:20	-114.052531209349	51.0517581726936	Calgary
Montreal	45.52	-73.57	45.5158400272545	-73.7357299307006	340	774	4142.50629143789	2016-11-26 00:06:21	-123.136901462522	49.2784403674057	Vancouver
Calgary	51.05	-114.06	51.0569102236878	-114.065164174587	730	979	105.012489948422	2016-11-26 00:06:22	-114.050060459922	51.0533268697624	Calgary
Toronto	43.65	-79.38	43.6513187684486	-79.3829908545678	81	296	4454.77552718949	2016-11-26 00:06:23	-79.3877839342202	43.6518255594829	Toronto
Vancouver	49.28	-123.13	49.2737356796633	-123.120235505618	160	264	1129.21115683857	2016-11-26 00:06:24	-79.3822992623817	43.6576796910416	Toronto
Montreal	45.52	-73.57	45.5176737036179	-73.7806931741466	868	171	657.750532194041	2016-11-26 00:06:25	-71.2253674283159	46.8130724734698	Quebec
Winnipeg	49.88	-97.17	49.8712696498183	-97.1705006013359	877	397	4443.25691856211	2016-11-26 00:06:26	-81.2290072949609	42.9698109216641	London
Quebec	46.82	-71.23	46.8196524985636	-71.2216085270425	825	3	3455.26866482105	2016-11-26 00:06:27	-73.7733438730635	45.5199696242979	Montreal
Montreal	45.52	-73.57	45.5162281432641	-73.6964229206622	917	559	3741.69158245204	2016-11-26 00:06:28	-81.2348718477855	42.9776991460428	London
Montreal	45.52	-73.57	45.5132905683493	-73.6833440263098	205	494	4514.25500375917	2016-11-26 00:06:29	-113.538702634205	53.5617574329603	Edmonton
Calgary	51.05	-114.06	51.0489051680525	-114.0479728393	246	277	1365.52826702828	2016-11-26 00:06:30	-79.3819708644881	43.6436685366964	Toronto
Toronto	43.65	-79.38	43.6461761993616	-79.3870395782336	906	832	2871.98084318079	2016-11-26 00:06:31	-79.2465098220727	43.1796714046642	Saint catharines-niagara
Nanaimo	49.21	-123.97	49.2084808295799	-123.970825137602	887	623	2292.17119462555	2016-11-26 00:06:32	-79.3823534316557	43.6505803933362	Toronto
Red deer	52.27	-113.83	52.2663377423145	-113.83385347041	719	327	2834.09383094404	2016-11-26 00:06:33	-82.3854822419577	42.9910185282513	Sarnia
Montreal	45.52	-73.57	45.5255876848955	-73.7721627850821	58	198	2941.45179853076	2016-11-26 00:06:34	-97.1667962185666	49.8751011921622	Winnipeg
Toronto	43.65	-79.38	43.645037785319	-79.3795696566953	534	838	3064.47141568642	2016-11-26 00:06:35	-75.7530495329603	45.4218404965271	Ottawa
Vancouver	49.28	-123.13	49.2804170774389	-123.114240692889	965	469	1554.68039581319	2016-11-26 00:06:36	-119.873443326183	50.0315519992935	Central okanagan
Brandon	49.84	-99.96	49.8408219978635	-99.9660305659406	351	303	2575.98159761401	2016-11-26 00:06:37	-114.066087131471	51.0517458920392	Calgary
Vancouver	49.28	-123.13	49.283454236982	-123.135122634146	895	994	865.150046581402	2016-11-26 00:06:38	-89.2634679422057	48.425935342855	Thunder bay
Toronto	43.65	-79.38	43.6461761993616	-79.3870395782336	552	832	4600.46053712722	2016-11-26 00:06:39	-79.6841697714022	44.3759184400406	Barrie
Edmonton	53.57	-113.54	53.563958180324	-113.533262004699	742	124	3418.37885064306	2016-11-26 00:06:40	-79.3825713094016	43.6557343213877	Toronto
Wood buffalo	56.74	-111.43	56.7360292174735	-111.436848180773	862	931	4368.2298507425	2016-11-26 00:06:41	-73.6781096767783	45.5166079750788	Montreal
Montreal	45.52	-73.57	45.5277389471735	-73.5193082383	779	568	2998.80907696206	2016-11-26 00:06:42	-59.9636419438006	46.1987747351458	Glace bay
Halifax	44.67	-63.61	44.661732477846	-63.6085140787649	643	548	1030.04882201785	2016-11-26 00:06:43	-79.3782569004331	43.6548910320285	Toronto
Sarnia	42.99	-82.4	42.9910185282513	-82.3854822419577	314	719	991.704963368829	2016-11-26 00:06:44	-79.3747566958426	43.654225451391	Toronto
Kelowna	49.89	-119.46	49.8907982184527	-119.464940018366	728	936	267.323362629395	2016-11-26 00:06:45	-79.373041411824	43.6532643088013	Toronto
Montreal	45.52	-73.57	45.5120550494992	-73.58549366056	320	26	2953.11606389005	2016-11-26 00:06:46	-114.068533780867	51.0457087206627	Calgary
Ottawa	45.42	-75.71	45.420287912395	-75.7616190676096	795	84	1584.3750749249	2016-11-26 00:06:47	-71.2380655375724	46.8221199969374	Quebec
Montreal	45.52	-73.57	45.5166480017166	-73.3827133288708	422	558	2192.21001822734	2016-11-26 00:06:48	-80.5046023280414	43.4664856722311	Kitchener
Abbotsford	49.06	-122.3	49.0581430341636	-122.283745670962	611	859	1170.8662979654	2016-11-26 00:06:49	-75.7071476024719	45.4278977850884	Ottawa
Toronto	43.65	-79.38	43.6446134667576	-79.3786522824396	357	424	3043.98920389358	2016-11-26 00:06:50	-79.8400807538384	43.2568070990364	Hamilton
Montreal	45.52	-73.57	45.520765127131	-73.4974131475433	930	928	957.107463816646	2016-11-26 00:06:51	-75.7144767883161	45.4158807298936	Ottawa
Montreal	45.52	-73.57	45.5278961671693	-73.6250798938933	492	72	2383.69263397763	2016-11-26 00:06:52	-118.825454385003	55.1810205930922	Grande prairie
Abbotsford	49.06	-122.3	49.0536013555482	-122.316537086397	644	502	2368.39464909863	2016-11-26 00:06:53	-123.126658626441	49.2741822683914	Vancouver
Sherbrooke	45.4	-71.9	45.4001922741992	-71.9479100114088	100	35	2263.86975923087	2016-11-26 00:06:54	-71.9040014187584	45.3970603360716	Sherbrooke
Vancouver	49.28	-123.13	49.2754493611249	-123.138747795607	718	148	3318.50313413888	2016-11-26 00:06:55	-123.135138624158	49.2869303545335	Vancouver
Montreal	45.52	-73.57	45.5196873208964	-73.497603903673	425	367	1955.90473050252	2016-11-26 00:06:56	-71.2370292006749	46.8245966595214	Quebec
Victoria	48.43	-123.37	48.4365528360461	-123.3678216414	970	336	3335.20385366865	2016-11-26 00:06:57	-70.6722882963118	46.1276483125274	Saint-georges
Vancouver	49.28	-123.13	49.2799222583253	-123.128506724747	231	503	2650.69214308169	2016-11-26 00:06:58	-79.3825023432493	43.6499345736788	Toronto
Winnipeg	49.88	-97.17	49.8785915315496	-97.162246466879	414	889	3110.1244342979	2016-11-26 00:06:59	-114.065010840887	51.0571794792774	Calgary
Montreal	45.52	-73.57	45.5169621341424	-73.759904069757	372	596	481.352438870817	2016-11-26 00:07:00	-124.34012447811	49.3259010372894	Parksville
Wood buffalo	56.74	-111.43	56.7360292174735	-111.436848180773	185	931	2308.66053429199	2016-11-26 00:07:01	-123.121923457441	49.2843881511319	Vancouver
Montreal	45.52	-73.57	45.5285428353792	-73.5047450368403	175	629	889.507426787168	2016-11-26 00:07:02	-79.3771076778667	43.6449034768975	Toronto
Quebec	46.82	-71.23	46.8197781881048	-71.2235290154029	401	967	196.270341810305	2016-11-26 00:07:03	-73.5539117536731	45.5283649913738	Montreal
Ottawa	45.42	-75.71	45.4186508121208	-75.672045743726	841	944	3451.76397589967	2016-11-26 00:07:04	-79.8448329088315	43.2631689599443	Hamilton
Montreal	45.52	-73.57	45.5255876848955	-73.7721627850821	133	198	4261.32622055011	2016-11-26 00:07:05	-75.8702605851687	45.3383723580754	Kanata
Quebec	46.82	-71.23	46.821952636092	-71.2278306723442	612	16	1927.90069268085	2016-11-26 00:07:06	-79.3856843779211	43.6475259325635	Toronto
Vancouver	49.28	-123.13	49.287483486921	-123.138332372081	314	593	4372.74869116955	2016-11-26 00:07:07	-79.3747566958426	43.654225451391	Toronto
Vancouver	49.28	-123.13	49.287483486921	-123.138332372081	926	593	2160.38615214638	2016-11-26 00:07:08	-71.2357373135278	46.8139499163506	Quebec
Beloeil	45.55	-73.23	45.5476633160194	-72.2201405367041	68	875	4550.83422986791	2016-11-26 00:07:09	-76.5062814881058	44.2340483618019	Kingston
Toronto	43.65	-79.38	43.6541494498027	-79.3764579722106	177	952	3188.19123901194	2016-11-26 00:07:10	-78.1643027876895	43.9555583835859	Cobourg
Leamington	42.06	-82.6	42.0665699740569	-82.5841185787042	48	701	4577.84527284093	2016-11-26 00:07:11	-79.3841709236748	43.6428029707921	Toronto
Kelowna	49.89	-119.46	49.8907982184527	-119.464940018366	205	936	4575.97379900981	2016-11-26 00:07:12	-113.538702634205	53.5617574329603	Edmonton
Hamilton	43.26	-79.85	43.2593037309783	-79.8558640508737	139	443	2731.44294467056	2016-11-26 00:07:13	-105.754586503002	53.2034675753323	Prince albert
Sarnia	42.99	-82.4	42.9910185282513	-82.3854822419577	487	719	2964.4475242123	2016-11-26 00:07:14	-72.7628795363432	45.4084211204026	Granby
Hamilton	43.26	-79.85	43.2576881399923	-79.8436232848891	166	39	2897.50346225919	2016-11-26 00:07:15	-80.1036816149223	43.9184553569177	Orangeville
Toronto	43.65	-79.38	43.6563611013162	-79.3824437919723	547	80	3846.45584899699	2016-11-26 00:07:16	-79.3763198319011	43.646237058408	Toronto
Vancouver	49.28	-123.13	49.2766109246427	-123.119621809627	274	703	3517.18346197158	2016-11-26 00:07:17	-73.3434607260151	45.5218272089045	Montreal
Quebec	46.82	-71.23	46.8274959088394	-71.2266969712889	960	618	962.65938229626	2016-11-26 00:07:18	-73.723860230773	45.5210366543157	Montreal
Toronto	43.65	-79.38	43.6499345736788	-79.3825023432493	906	231	4683.5117797018	2016-11-26 00:07:19	-79.2465098220727	43.1796714046642	Saint catharines-niagara
Owen sound	44.57	-80.94	44.5686659045863	-80.9308688470077	231	935	2923.90172629384	2016-11-26 00:07:20	-79.3825023432493	43.6499345736788	Toronto
Vancouver	49.28	-123.13	49.2763494485143	-123.115832532657	744	671	3223.96727165906	2016-11-26 00:07:21	-71.9502876879127	46.0606858980231	Victoriaville
Calgary	51.05	-114.06	51.0571794792774	-114.065010840887	52	414	2034.43163632182	2016-11-26 00:07:22	-114.064188340748	51.0513823842375	Calgary
Vernon	50.27	-119.28	50.2677988657874	-119.284975235588	185	104	583.884520782158	2016-11-26 00:07:23	-123.121923457441	49.2843881511319	Vancouver
Calgary	51.05	-114.06	51.0517581726936	-114.052531209349	404	824	3184.42344780779	2016-11-26 00:07:24	-113.532315109155	53.5713941699769	Edmonton
Saint-georges	46.13	-70.68	46.1276483125274	-70.6722882963118	13	970	3033.10939791845	2016-11-26 00:07:25	-73.615446021841	45.5287057438487	Montreal
Vancouver	49.28	-123.13	49.2811516824058	-123.136201347223	352	196	1186.14635437261	2016-11-26 00:07:26	-123.137201462352	49.2799166621617	Vancouver
Quebec	46.82	-71.23	46.8189929170501	-71.2211984846353	334	466	2208.81716302829	2016-11-26 00:07:27	-66.0823770452569	45.2870056128081	Saint john
Windsor	42.3	-83.03	42.2934141568237	-83.0283247921188	911	697	1601.93676102208	2016-11-26 00:07:28	-79.2360003551472	43.1739417807163	Saint catharines-niagara
Montreal	45.52	-73.57	45.5166079750788	-73.6781096767783	253	862	3160.6606414658	2016-11-26 00:07:29	-75.6533508212162	45.4207509197429	Ottawa
Saint john	45.29	-66.06	45.2964117273835	-66.0759645366849	436	234	982.180439680815	2016-11-26 00:07:30	-75.6966402364672	44.6044223965653	Brockville
Toronto	43.65	-79.38	43.6513743043006	-79.374409071946	809	925	2584.01566437678	2016-11-26 00:07:31	-123.141078256087	49.2752187405754	Vancouver
Montreal	45.52	-73.57	45.5119748380509	-73.6257577033832	259	201	2808.15499264281	2016-11-26 00:07:32	-75.7535331967017	45.4181662989895	Ottawa
Toronto	43.65	-79.38	43.6461212571746	-79.3756485492722	176	409	3448.91313567059	2016-11-26 00:07:33	-80.2690583975665	43.558106965378	Guelph
Montreal	45.52	-73.57	45.524948766196	-73.650480125296	213	154	170.724075497128	2016-11-26 00:07:34	-74.7486403863815	45.0349786823992	Cornwall
Montreal	45.52	-73.57	45.5168492748421	-73.6877751140127	820	508	2956.1266410863	2016-11-26 00:07:35	-114.064340759276	51.0518404495889	Calgary
Toronto	43.65	-79.38	43.6543148325035	-79.3876862896404	497	507	2981.41872440465	2016-11-26 00:07:36	-66.3772127118249	50.2250237797258	Sept-iles
Lethbridge	49.69	-112.83	49.6886888466447	-112.8284798933	566	815	4994.91262786323	2016-11-26 00:07:37	-79.3754141004854	43.6465918942961	Toronto
Saint thomas	42.78	-81.19	42.778391356938	-81.1810578305687	555	167	4823.37828944437	2016-11-26 00:07:38	-123.13452508551	49.2857698909315	Vancouver
Vancouver	49.28	-123.13	49.281276617126	-123.120841860021	434	419	2282.31698574964	2016-11-26 00:07:39	-79.3891621208586	43.64820243091	Toronto
Montreal	45.52	-73.57	45.520765127131	-73.4974131475433	737	928	2755.25634742808	2016-11-26 00:07:40	-123.350116217745	48.4320738281485	Victoria
Victoria	48.43	-123.37	48.4365528360461	-123.3678216414	145	336	4070.81640994875	2016-11-26 00:07:41	-80.5052334120206	43.4665122737979	Kitchener
Montreal	45.52	-73.57	45.5272203996651	-73.4428786858598	688	679	2992.87945850519	2016-11-26 00:07:42	-75.750576081533	45.4233340448209	Gatineau
Montreal	45.52	-73.57	45.5210366543157	-73.723860230773	502	960	394.727596396115	2016-11-26 00:07:43	-122.316537086397	49.0536013555482	Abbotsford
Sydney	46.2	-59.97	46.2023361509284	-59.9628652133886	118	587	2551.04215060128	2016-11-26 00:07:44	-123.140710746047	49.2733116648272	Vancouver
Calgary	51.05	-114.06	51.0443802028779	-114.068637980525	412	237	920.464423135854	2016-11-26 00:07:45	-73.5826885809583	45.517718202472	Montreal
Calgary	51.05	-114.06	51.0486752461923	-114.071970872881	47	601	2768.36409333628	2016-11-26 00:07:46	-78.8576844811018	43.8839819691429	Oshawa
Sydney	46.2	-59.97	46.2023361509284	-59.9628652133886	593	587	2572.37071511336	2016-11-26 00:07:47	-123.138332372081	49.287483486921	Vancouver
Montreal	45.52	-73.57	45.5225829225331	-73.5971471612899	675	319	3792.57414012682	2016-11-26 00:07:48	-112.824662168712	49.6848142308858	Lethbridge
Edmonton	53.57	-113.54	53.5709792266629	-113.541218479523	498	504	304.674176871777	2016-11-26 00:07:49	-73.4447237647832	45.5165427822468	Montreal
Montreal	45.52	-73.57	45.522544706598	-73.4274845111138	219	53	2813.97974636639	2016-11-26 00:07:50	-71.2312368248161	46.8191548962776	Quebec
Montreal	45.52	-73.57	45.5181074942615	-73.5726606178111	740	14	2497.46610972797	2016-11-26 00:07:51	-73.7013908904928	45.5139252175494	Montreal
Ottawa	45.42	-75.71	45.4217338137761	-75.6605322767005	1	796	4685.27672572527	2016-11-26 00:07:52	-113.536799717364	53.5728619435365	Edmonton
Toronto	43.65	-79.38	43.6498453707844	-79.3712253954934	218	223	1163.18672420457	2016-11-26 00:07:53	-79.3867089677533	43.645546127999	Toronto
Quebec	46.82	-71.23	46.821952636092	-71.2278306723442	2	16	4165.1986506884	2016-11-26 00:07:54	-75.7593518907232	45.4182179452343	Ottawa
Montreal	45.52	-73.57	45.5218272089045	-73.3434607260151	302	274	4487.8109377576	2016-11-26 00:07:55	-79.8577162351683	43.2622385883055	Hamilton
Kingston	44.23	-76.5	44.2284334941277	-76.5021770087399	632	544	1856.70275388984	2016-11-26 00:07:56	-73.5528638789105	45.5134170159132	Montreal
Kitchener	43.46	-80.5	43.4579587724642	-80.4902540536905	256	206	3736.41026680125	2016-11-26 00:07:57	-73.4415963428738	45.5240173262631	Montreal
Vancouver	49.28	-123.13	49.2748610982971	-123.132575476533	952	107	2468.3919371455	2016-11-26 00:07:58	-79.3764579722106	43.6541494498027	Toronto
Central okanagan	50.03	-119.87	50.0304391969492	-119.865205074443	991	886	2267.76801706292	2016-11-26 00:07:59	-79.3823311643726	43.6475416965641	Toronto
Hamilton	43.26	-79.85	43.265293849086	-79.8409568878477	412	790	4068.02123372909	2016-11-26 00:08:00	-73.5826885809583	45.517718202472	Montreal
Vancouver	49.28	-123.13	49.2765889900136	-123.137568740324	595	922	3151.20260271942	2016-11-26 00:08:01	-83.0619159657993	42.3050578173389	Windsor
Vancouver	49.28	-123.13	49.278959598181	-123.129897059004	87	373	4688.30596669577	2016-11-26 00:08:02	-123.12754423741	49.2813787674114	Vancouver
Montreal	45.52	-73.57	45.5140369508111	-73.4735121268646	915	803	3590.443787002	2016-11-26 00:08:03	-79.3729332000302	43.6522283649552	Toronto
Calgary	51.05	-114.06	51.0486752461923	-114.071970872881	572	601	905.206966330297	2016-11-26 00:08:04	-79.373446191274	43.6466828314401	Toronto
Montreal	45.52	-73.57	45.5278961671693	-73.6250798938933	183	72	3738.30309206387	2016-11-26 00:08:05	-79.3734480718414	43.6563383955209	Toronto
Abbotsford	49.06	-122.3	49.0616794018136	-122.319816182533	925	286	3265.4598348774	2016-11-26 00:08:06	-79.374409071946	43.6513743043006	Toronto
Kelowna	49.89	-119.46	49.8915927921941	-119.456196972961	274	131	3525.10569130536	2016-11-26 00:08:07	-73.3434607260151	45.5218272089045	Montreal
Vancouver	49.28	-123.13	49.2766109246427	-123.119621809627	366	703	1933.57217387529	2016-11-26 00:08:08	-74.7317568151826	45.0287416056402	Cornwall
Sault sainte marie	46.53	-84.35	46.5341062978805	-84.3578798311259	671	251	4402.16239484726	2016-11-26 00:08:09	-123.115832532657	49.2763494485143	Vancouver
Saint john	45.29	-66.06	45.2870056128081	-66.0823770452569	99	334	1309.51229206985	2016-11-26 00:08:10	-79.3820178327886	43.6486058071776	Toronto
Vancouver	49.28	-123.13	49.2811516824058	-123.136201347223	529	196	2521.59897835227	2016-11-26 00:08:11	-123.140095669205	49.2759423255386	Vancouver
Vancouver	49.28	-123.13	49.2776603692068	-123.118917939525	919	630	2620.41192234028	2016-11-26 00:08:12	-73.449400537305	45.5224908165498	Montreal
Toronto	43.65	-79.38	43.6522081927468	-79.3780985001519	895	738	3282.40891606547	2016-11-26 00:08:13	-89.2634679422057	48.425935342855	Thunder bay
Trois-rivieres	46.35	-72.57	46.3453762286252	-72.5748422108071	549	606	1876.98948241305	2016-11-26 00:08:14	-89.3003639362761	48.4191736580746	Thunder bay
Toronto	43.65	-79.38	43.6550958268025	-79.3783988345569	248	341	562.805116618983	2016-11-26 00:08:15	-79.4468485138583	46.3048940787031	North bay
Halifax	44.67	-63.61	44.667772295661	-63.6030951502249	716	287	4093.38412621291	2016-11-26 00:08:16	-79.3764744254464	43.6577149344174	Toronto
Toronto	43.65	-79.38	43.6446134667576	-79.3786522824396	612	424	3763.17340105306	2016-11-26 00:08:17	-79.3856843779211	43.6475259325635	Toronto
Kingston	44.23	-76.5	44.2284334941277	-76.5021770087399	311	544	3884.76485454012	2016-11-26 00:08:18	-75.4326158516313	45.5734930313716	Buckingham
Toronto	43.65	-79.38	43.6505803933362	-79.3823534316557	545	887	190.309682756197	2016-11-26 00:08:19	-73.5606168446462	45.5127812492087	Montreal
Vancouver	49.28	-123.13	49.2733116648272	-123.140710746047	611	118	896.071297780145	2016-11-26 00:08:20	-75.7071476024719	45.4278977850884	Ottawa
